39476  #SUP: 1 #UTIL: 39
14854 32744 1638 8325 27722  #SUP: 1 #UTIL: 1025
9663 34227 14300  #SUP: 1 #UTIL: 1026
15099 12349 16258  #SUP: 1 #UTIL: 1027
22651 29163  #SUP: 1 #UTIL: 1028
8759 13872 21721 39127  #SUP: 1 #UTIL: 1030
25685 7545 3343 25683 36114  #SUP: 1 #UTIL: 1034
35290  #SUP: 2 #UTIL: 537
35290 21324 9445 30603  #SUP: 1 #UTIL: 606
35290 39681  #SUP: 1 #UTIL: 428
2587 4614 2589 2939  #SUP: 1 #UTIL: 1035
12332 10336 10333 17481 16129 5644 39681 16976  #SUP: 1 #UTIL: 1035
12854 3656 23317 16901 36202 32365  #SUP: 1 #UTIL: 1035
26652  #SUP: 3 #UTIL: 916
26652 10951  #SUP: 1 #UTIL: 577
547 30277 34916  #SUP: 1 #UTIL: 1037
12891 8956  #SUP: 1 #UTIL: 1037
15157 19027 19052 12160 15268 15262 12215  #SUP: 1 #UTIL: 1037
12028 20253 26438 5650  #SUP: 1 #UTIL: 1042
21796 12425 12720 16976  #SUP: 1 #UTIL: 1042
10117 39333  #SUP: 1 #UTIL: 1044
39540 14871 30661 20503 12300 39529  #SUP: 1 #UTIL: 1044
22813 9377 9181 31916 6196  #SUP: 1 #UTIL: 1045
9609 26115 1938 3673 21006  #SUP: 1 #UTIL: 1046
35915 34121  #SUP: 1 #UTIL: 1047
13189 11768  #SUP: 1 #UTIL: 1048
30024 6406  #SUP: 1 #UTIL: 1048
44904 11226 3462 16977  #SUP: 1 #UTIL: 1051
34088 11483 28414  #SUP: 1 #UTIL: 1053
36947 36870 43868 36116  #SUP: 1 #UTIL: 1056
43966 44132 39333  #SUP: 1 #UTIL: 1056
35699 31542  #SUP: 1 #UTIL: 1058
24356 24673 39407 39442 21286  #SUP: 1 #UTIL: 1060
90 8273 39256 39681  #SUP: 1 #UTIL: 1062
21265 2599 34944 21299  #SUP: 1 #UTIL: 1062
27783 2022 43408  #SUP: 1 #UTIL: 1062
11831 27365 14627 39333 13743  #SUP: 1 #UTIL: 1063
2688 22495 2768 31103 31105 15309  #SUP: 1 #UTIL: 1064
16203 16205 39288 39289  #SUP: 1 #UTIL: 1064
40093 43931 39610 39388  #SUP: 1 #UTIL: 1064
2128 22828 28552 42290 33529  #SUP: 1 #UTIL: 1065
12013 39143 16989  #SUP: 1 #UTIL: 1068
19302 19199  #SUP: 1 #UTIL: 1068
28243 28241 17023 29618 40616 5448  #SUP: 1 #UTIL: 1070
5822 34466 10845 12240  #SUP: 1 #UTIL: 1072
2817 2827 27371  #SUP: 1 #UTIL: 1075
16089  #SUP: 2 #UTIL: 338
16089 25536 16283 16977  #SUP: 1 #UTIL: 812
16089 39439  #SUP: 1 #UTIL: 263
20523 42417 20639 11507 5648 9421 5664  #SUP: 1 #UTIL: 1075
35050 39843 26686 6014 21301  #SUP: 1 #UTIL: 1075
6401 15005  #SUP: 1 #UTIL: 1077
8437 8441 8444 8125 21745  #SUP: 1 #UTIL: 1077
9898 29059 4382  #SUP: 1 #UTIL: 1077
11969  #SUP: 2 #UTIL: 758
11969 16975  #SUP: 1 #UTIL: 698
33820 5680 13887  #SUP: 1 #UTIL: 1077
44040 43968 43759 44025 44251  #SUP: 1 #UTIL: 1077
1589 22828 8178 16976 3482  #SUP: 1 #UTIL: 1082
16710 3744 10601 18243 39515 3511  #SUP: 1 #UTIL: 1085
27015 20223 5664 1782  #SUP: 1 #UTIL: 1085
18599 43882 8277 10687 8273  #SUP: 1 #UTIL: 1087
23270 16295 5667  #SUP: 1 #UTIL: 1091
19881 14163 31099 5684 21780  #SUP: 1 #UTIL: 1092
26720 37797 4684  #SUP: 1 #UTIL: 1092
12474 20174 27073 43746  #SUP: 1 #UTIL: 1093
18318 2308 3704 13730 16978  #SUP: 1 #UTIL: 1094
25188 8142 37239 4445 39420  #SUP: 1 #UTIL: 1095
16818 16825 8953  #SUP: 1 #UTIL: 1096
27742 39275 26217 39276  #SUP: 1 #UTIL: 1096
20850 34493 5645  #SUP: 1 #UTIL: 1097
45758 10619 16970 39333 39393  #SUP: 1 #UTIL: 1099
23780 44385 16842 16985  #SUP: 1 #UTIL: 1101
11657 27774 41198 6014  #SUP: 1 #UTIL: 1105
4109 34166 21855  #SUP: 1 #UTIL: 1106
23924 25548 5716 43855 4972  #SUP: 1 #UTIL: 1106
27023 18564 21015  #SUP: 1 #UTIL: 1106
35675 37311 4441 12335  #SUP: 1 #UTIL: 1106
9481 29578 29581 29579 12031 45986  #SUP: 1 #UTIL: 1107
20496 31213 12723  #SUP: 1 #UTIL: 1107
139 5645  #SUP: 1 #UTIL: 1108
35932 38802 3168 9440 39684  #SUP: 1 #UTIL: 1112
1637  #SUP: 2 #UTIL: 438
1637 26169 822  #SUP: 1 #UTIL: 567
7144 36644 7148 41560  #SUP: 1 #UTIL: 1114
12161  #SUP: 2 #UTIL: 100
12161 43931 12400  #SUP: 1 #UTIL: 210
12161 44029 43746  #SUP: 1 #UTIL: 904
7374 21118 7378 33048 420  #SUP: 1 #UTIL: 1116
22302 12627 12614 4973  #SUP: 1 #UTIL: 1116
35093 39138  #SUP: 1 #UTIL: 1119
16756 22166 35555 1096 13873 13883  #SUP: 1 #UTIL: 1126
19322 16975  #SUP: 1 #UTIL: 1127
24440 18379  #SUP: 1 #UTIL: 1128
33880 34870  #SUP: 1 #UTIL: 1128
42109 5301 6009 16977  #SUP: 1 #UTIL: 1128
42552 13476 17490 17493 16122 421 15451  #SUP: 1 #UTIL: 1129
1466 5644 39435  #SUP: 1 #UTIL: 1134
18694 3698 18698 761 825 16881  #SUP: 1 #UTIL: 1134
35116 14715 13880 19710 39256  #SUP: 1 #UTIL: 1134
34862  #SUP: 2 #UTIL: 838
34862 16129 29135  #SUP: 1 #UTIL: 717
4194 26109 4195 4635 14284  #SUP: 1 #UTIL: 1137
5818  #SUP: 1 #UTIL: 1137
11547  #SUP: 2 #UTIL: 1137
11955 12032 12011  #SUP: 1 #UTIL: 1137
11957  #SUP: 2 #UTIL: 1137
40732 22389 22372 31714 21258 8273  #SUP: 1 #UTIL: 1138
9524 31150 24008 39256 5746 4974 5667 22888  #SUP: 1 #UTIL: 1140
39991 5558 9436 2228  #SUP: 1 #UTIL: 1144
1914 30018 33558 19010 16123 39640  #SUP: 1 #UTIL: 1145
621 2562 2729 1940 731 2554 16122 16895 16981 729  #SUP: 1 #UTIL: 1146
2470 13914 16985  #SUP: 1 #UTIL: 1146
26895 14311  #SUP: 1 #UTIL: 1147
37760 12243 39191 12255 11824  #SUP: 1 #UTIL: 1150
7045 38551 7020 6865 6967 34951  #SUP: 1 #UTIL: 1151
25392 12412 8273 11844 31529 11780  #SUP: 1 #UTIL: 1153
13586 20568 9979  #SUP: 1 #UTIL: 1155
17583 17586 36203  #SUP: 1 #UTIL: 1157
33142 4636 35151 14306 21246 12349  #SUP: 1 #UTIL: 1157
2379 2377 44522  #SUP: 1 #UTIL: 1158
5630 8330 5635 39138 39681  #SUP: 1 #UTIL: 1158
3926 4033 5667  #SUP: 1 #UTIL: 1162
19108 25406 39191  #SUP: 1 #UTIL: 1163
37122 38977 9422  #SUP: 1 #UTIL: 1163
6676 21674  #SUP: 1 #UTIL: 1167
6937 33531 5715  #SUP: 1 #UTIL: 1167
34442 7766 38515  #SUP: 1 #UTIL: 1167
34242 39206  #SUP: 1 #UTIL: 1169
17272 9425 21893 39688  #SUP: 1 #UTIL: 1171
42467 24974 4297 28706 822 16976 16978  #SUP: 1 #UTIL: 1171
36224 19817 8133 44469 44470 39442  #SUP: 1 #UTIL: 1172
39340 39338 45992 36114 39388  #SUP: 1 #UTIL: 1172
14212 39959 44183 30765 8272  #SUP: 1 #UTIL: 1174
32179 16975  #SUP: 2 #UTIL: 976
32179 16975 12714  #SUP: 1 #UTIL: 687
34873 21272 21289 13627 9430 13883 16129  #SUP: 1 #UTIL: 1175
6347 6339 39527 39458 16883  #SUP: 1 #UTIL: 1176
33888 12240 44444 5646  #SUP: 1 #UTIL: 1177
18398 17135  #SUP: 1 #UTIL: 1178
40551 7521 15733 8058 2304 39684  #SUP: 1 #UTIL: 1181
9222  #SUP: 2 #UTIL: 318
9222 31535 43756 43739 39256  #SUP: 1 #UTIL: 1023
24267 39843 18638 11848 11768 16978  #SUP: 1 #UTIL: 1184
40019 22471 32015 6338  #SUP: 1 #UTIL: 1186
8404 3856  #SUP: 1 #UTIL: 1188
32819 1989 2961 39334  #SUP: 1 #UTIL: 1190
15236 21362 6024  #SUP: 1 #UTIL: 1193
17852 16977  #SUP: 1 #UTIL: 1194
9697 26328 32876 1771 39684  #SUP: 1 #UTIL: 1196
36362  #SUP: 1 #UTIL: 1196
11265  #SUP: 2 #UTIL: 1197
14400 29135  #SUP: 1 #UTIL: 1197
20600 30270 20839  #SUP: 1 #UTIL: 1197
21034 43461 16967  #SUP: 1 #UTIL: 1197
27995 20217 30613 30603 30605  #SUP: 1 #UTIL: 1197
41101 23317 36203  #SUP: 1 #UTIL: 1197
43971 24585 44471 39318  #SUP: 1 #UTIL: 1197
17577 17618  #SUP: 1 #UTIL: 1198
40805 36202  #SUP: 1 #UTIL: 1198
14509  #SUP: 1 #UTIL: 1199
39147  #SUP: 4 #UTIL: 1200
4520 42761 4517 41117 39515 3486  #SUP: 1 #UTIL: 1203
15922 12305 5711 16118 5645  #SUP: 1 #UTIL: 1203
15059 15070  #SUP: 1 #UTIL: 1206
20476 8963 12221  #SUP: 1 #UTIL: 1206
23806 20159 39138  #SUP: 1 #UTIL: 1208
9501 9517 11752 39189 36053  #SUP: 1 #UTIL: 1209
11560  #SUP: 2 #UTIL: 537
37088 36338 35514 25536  #SUP: 1 #UTIL: 1213
22724 9287 21803 18565 16978  #SUP: 1 #UTIL: 1214
28303  #SUP: 2 #UTIL: 598
28303 15923 15165  #SUP: 1 #UTIL: 797
28303 39420  #SUP: 1 #UTIL: 419
35476 21005 13828 44420  #SUP: 1 #UTIL: 1216
2721 4611 18565 3764 13746 5666  #SUP: 1 #UTIL: 1220
32261  #SUP: 2 #UTIL: 198
32261 27996 22760 26499  #SUP: 1 #UTIL: 866
32261 8135  #SUP: 1 #UTIL: 354
39348 39449 13750 43463  #SUP: 1 #UTIL: 1225
18282 14972 36114  #SUP: 1 #UTIL: 1226
22789 11310 20118 31714  #SUP: 1 #UTIL: 1226
2008 18508 2066  #SUP: 1 #UTIL: 1227
10857  #SUP: 2 #UTIL: 70
10857 45554 10852 45560 40952  #SUP: 1 #UTIL: 1157
45393 43346 14039  #SUP: 1 #UTIL: 1227
13393 1806 1808 1805 1803 11635 1809 23317 1784  #SUP: 1 #UTIL: 1228
42511 39831 32122 32125 14437 25109 10928 4707  #SUP: 1 #UTIL: 1232
35100 4343 16972 11832 11768 39640 39419 11780  #SUP: 1 #UTIL: 1234
23919 28166  #SUP: 1 #UTIL: 1236
39053 8373 36235 36233 36305  #SUP: 1 #UTIL: 1241
32829 42895 32840 1889 10999 9444 41727  #SUP: 1 #UTIL: 1242
6919  #SUP: 2 #UTIL: 465
26559  #SUP: 2 #UTIL: 998
26559 6192 39617  #SUP: 1 #UTIL: 744
11032 29397 27596 162 29349  #SUP: 1 #UTIL: 1244
35139 12341 34246 15606 12300 8274 5644  #SUP: 1 #UTIL: 1244
7391 5069 46066 7383 21534 21537 18800 19045 19046 31099  #SUP: 1 #UTIL: 1245
27083 92 23250 1692 5348 43804 12461 13743  #SUP: 1 #UTIL: 1245
31917 18534 13093 16956 39388  #SUP: 1 #UTIL: 1245
2225 15238 26160 39407  #SUP: 1 #UTIL: 1246
3389 35140 33511 35228  #SUP: 1 #UTIL: 1246
16115 31027  #SUP: 1 #UTIL: 1246
26585 28551 5666 16977  #SUP: 1 #UTIL: 1246
39131  #SUP: 2 #UTIL: 1196
39131 16129  #SUP: 1 #UTIL: 947
10688 33837 38509 44327  #SUP: 1 #UTIL: 1247
11877 24606 12525 21108 12522  #SUP: 1 #UTIL: 1248
42021 39366  #SUP: 1 #UTIL: 1250
44481 44486 12353 21735 39610  #SUP: 1 #UTIL: 1252
19232 8293 21494  #SUP: 1 #UTIL: 1253
3284 5650 1781  #SUP: 1 #UTIL: 1254
36397 33883 33972  #SUP: 1 #UTIL: 1257
17475 41740 7794 17482 33559 41668  #SUP: 1 #UTIL: 1260
35362 19739 12772 6448 39439 6439 39684  #SUP: 1 #UTIL: 1260
16172 2595 2464 3899 39681 16967  #SUP: 1 #UTIL: 1263
4837 6908 6918 21893  #SUP: 1 #UTIL: 1264
12449 15780 15781 16967  #SUP: 1 #UTIL: 1266
33694 38962 31529  #SUP: 1 #UTIL: 1266
33843 15752 39225 39241 39256 16978  #SUP: 1 #UTIL: 1270
16077 18882 19043 18867 4634 19037 19044 36118  #SUP: 1 #UTIL: 1273
31010 31013  #SUP: 1 #UTIL: 1274
19920 32859 39148 19923 28562  #SUP: 1 #UTIL: 1275
31515 11829 18248 14054 36202  #SUP: 1 #UTIL: 1275
38743 3026 11863 17236 8090  #SUP: 1 #UTIL: 1275
21932 3197 2797 9186 11638 39305  #SUP: 1 #UTIL: 1276
16022 15995 1467  #SUP: 1 #UTIL: 1277
37262 5480 41184  #SUP: 1 #UTIL: 1277
263 264 28679 36771 36116 39681  #SUP: 1 #UTIL: 1284
25334 18898 8273 16977 16967  #SUP: 1 #UTIL: 1285
34455 4841 21722 12300 13872  #SUP: 1 #UTIL: 1286
35172 3350 1665 15832  #SUP: 1 #UTIL: 1286
21242 6346 21749 39481  #SUP: 1 #UTIL: 1287
4255 24033 4254 4258 4264 31828 12323 5648  #SUP: 1 #UTIL: 1288
27380 28562 29433 5167 39318 39429 31529 16967  #SUP: 1 #UTIL: 1290
31307 14912 844 14731 24307 24304 39191 8988  #SUP: 1 #UTIL: 1290
32767 32766 1672 3352 23716  #SUP: 1 #UTIL: 1291
30917 8331 12445  #SUP: 1 #UTIL: 1292
32085 13731 39419  #SUP: 1 #UTIL: 1292
11498 27163 16128  #SUP: 1 #UTIL: 1294
19759 27679 27684 4643 27686  #SUP: 1 #UTIL: 1294
20709 20699 4601 19628  #SUP: 1 #UTIL: 1295
19734 18740 45997 13713  #SUP: 1 #UTIL: 1297
25373 29738 25300  #SUP: 1 #UTIL: 1297
18383 18387  #SUP: 1 #UTIL: 1298
1490 44427  #SUP: 1 #UTIL: 1299
14575  #SUP: 1 #UTIL: 1299
29814  #SUP: 1 #UTIL: 1299
45998 13802 45965  #SUP: 1 #UTIL: 1299
19018 19019 18773 16975  #SUP: 1 #UTIL: 1306
6400 44544 5546 22819  #SUP: 1 #UTIL: 1307
10783  #SUP: 2 #UTIL: 278
10783 7601 18475 16871 39452  #SUP: 1 #UTIL: 1168
22886 689 19024 39688  #SUP: 1 #UTIL: 1307
32830 8251  #SUP: 1 #UTIL: 1308
35805 10377 10362 10358  #SUP: 1 #UTIL: 1309
10702 4906 21533 21563 15690 21534 4900 16967  #SUP: 1 #UTIL: 1310
23303 23302 23305 19259 23277 1388 39684  #SUP: 1 #UTIL: 1314
7755 4391 5666  #SUP: 1 #UTIL: 1315
32212 32119 30713 15414 5644 39684  #SUP: 1 #UTIL: 1315
1744  #SUP: 1 #UTIL: 1318
26031 15319  #SUP: 1 #UTIL: 1318
31478 31401 17481 20123 30607 30602 30606 30613 30603 30605 21736  #SUP: 1 #UTIL: 1320
33889 43748 43883 6147 21258  #SUP: 1 #UTIL: 1321
23211 23214 23210 27360 39288 27058 39458 21015 16967  #SUP: 1 #UTIL: 1323
32879 28529 36234 6547 36200 36202  #SUP: 1 #UTIL: 1323
20922 29030 8714 8326 44428 16292  #SUP: 1 #UTIL: 1324
25929 27055 21015  #SUP: 1 #UTIL: 1325
23389 43342 17121 36203  #SUP: 1 #UTIL: 1326
12810 45879 1760 39684  #SUP: 1 #UTIL: 1328
351 7607 7593 16978  #SUP: 1 #UTIL: 1331
15905 21357 7629 58  #SUP: 1 #UTIL: 1333
32123  #SUP: 2 #UTIL: 378
32123 4378 39681  #SUP: 1 #UTIL: 656
1599 10983 16975  #SUP: 1 #UTIL: 1337
321 35081  #SUP: 1 #UTIL: 1338
9769 43943 1761  #SUP: 1 #UTIL: 1342
39913 43411 29431 43421 6009  #SUP: 1 #UTIL: 1342
26361 26418 22509  #SUP: 1 #UTIL: 1343
38596  #SUP: 2 #UTIL: 537
38596 12305  #SUP: 1 #UTIL: 457
36878  #SUP: 2 #UTIL: 897
36878 42514  #SUP: 1 #UTIL: 388
36878 5711 6547 39396  #SUP: 1 #UTIL: 956
68 22871 18727 8277 22887 16258  #SUP: 1 #UTIL: 1345
22549 7226 5747 13913 28441 12269  #SUP: 1 #UTIL: 1345
19642 32886 28544 19628  #SUP: 1 #UTIL: 1346
28043 8110 23498  #SUP: 1 #UTIL: 1346
30417 29349 36204  #SUP: 1 #UTIL: 1348
9735 32868 8760 11859  #SUP: 1 #UTIL: 1349
45961 39684 39688  #SUP: 1 #UTIL: 1349
31211 4214 24009 39224 8277 5709 22889  #SUP: 1 #UTIL: 1351
36137 36301 36300 17023 24460 36203  #SUP: 1 #UTIL: 1351
37218 16301 15984 5685 3992 21015  #SUP: 1 #UTIL: 1354
5992  #SUP: 2 #UTIL: 458
5992 39276 9105  #SUP: 1 #UTIL: 1126
12282 8330 1759 5646  #SUP: 1 #UTIL: 1356
37077 6039 31044 39681  #SUP: 1 #UTIL: 1356
42280 5183 31148 22799  #SUP: 1 #UTIL: 1356
45889 36119 9422 8277  #SUP: 1 #UTIL: 1356
27414 31204 8954  #SUP: 1 #UTIL: 1357
29426 31543 29431  #SUP: 1 #UTIL: 1357
1506 4168 10308 10358 9423 5664 29135 5650 5645  #SUP: 1 #UTIL: 1358
5968 39138  #SUP: 1 #UTIL: 1358
44008 1759 44497  #SUP: 1 #UTIL: 1360
11487 16985 16977  #SUP: 1 #UTIL: 1361
33666 17469 31534 39415 39305  #SUP: 1 #UTIL: 1362
31488  #SUP: 2 #UTIL: 658
31488 28326 38674  #SUP: 1 #UTIL: 1034
1563 32302 9788 28252 16228 16977  #SUP: 1 #UTIL: 1365
28287 16948 2569 4876 632  #SUP: 1 #UTIL: 1365
4994 4996 18240  #SUP: 1 #UTIL: 1367
15020 14230 45987 21308  #SUP: 1 #UTIL: 1367
26876 18849 12240 30587 10890 19664 4974 13743  #SUP: 1 #UTIL: 1367
5505 3871 43463 21735  #SUP: 1 #UTIL: 1369
7612 39821 9422 31529 5666 21738  #SUP: 1 #UTIL: 1371
9894 8751 35365 39327  #SUP: 1 #UTIL: 1372
36196 36305 39688  #SUP: 1 #UTIL: 1372
10932  #SUP: 2 #UTIL: 238
10932 27775 39420 31529 16977  #SUP: 1 #UTIL: 1187
10932 5628  #SUP: 1 #UTIL: 186
29342 44006 32719 12305 27687 5644  #SUP: 1 #UTIL: 1373
32177 14611 1817 13736 16967  #SUP: 1 #UTIL: 1373
39336 39333  #SUP: 2 #UTIL: 444
39336 39333 12787 12801 39334  #SUP: 1 #UTIL: 622
39336 39333 13715 39437 39452  #SUP: 1 #UTIL: 751
16992 16995 43463 36202  #SUP: 1 #UTIL: 1374
33146 16857 33150 19146 4356 2569  #SUP: 1 #UTIL: 1374
5157 19144 3371 19299 8326  #SUP: 1 #UTIL: 1376
1214 9440 26518 15464 21286 16976  #SUP: 1 #UTIL: 1377
28408 28409 16160 30759  #SUP: 1 #UTIL: 1377
27062 11676 21986 13063 39224 21282 39241 39256 21736  #SUP: 1 #UTIL: 1381
2632 3574 10556 30891 1763  #SUP: 1 #UTIL: 1382
21668 18961 9013 21766 26155 5644  #SUP: 1 #UTIL: 1383
24726 24727 14010 18439 18438 20451 18437 1833 39617  #SUP: 1 #UTIL: 1386
4157 13631 16985  #SUP: 1 #UTIL: 1387
1515 3337  #SUP: 1 #UTIL: 1388
10473 21304  #SUP: 1 #UTIL: 1388
34129 29669 8338 16118 5645  #SUP: 1 #UTIL: 1388
32723 32725 43186  #SUP: 1 #UTIL: 1396
816 36118 36114  #SUP: 1 #UTIL: 1397
10743 13913  #SUP: 1 #UTIL: 1399
32188 24182 32141 14435 10770 11336 11783 21738  #SUP: 1 #UTIL: 1399
45878  #SUP: 1 #UTIL: 1399
2790 5046 5481 43443  #SUP: 1 #UTIL: 1401
19971 15838 11630 1782 16977  #SUP: 1 #UTIL: 1401
32259  #SUP: 2 #UTIL: 198
32259 12609 12528 30607 30609 30611  #SUP: 1 #UTIL: 712
32259 6343 39407 39617  #SUP: 1 #UTIL: 689
9230  #SUP: 2 #UTIL: 318
9230 14009 7488 5666  #SUP: 1 #UTIL: 875
9230 8708 16890  #SUP: 1 #UTIL: 527
1751 1432 1258 39275  #SUP: 1 #UTIL: 1403
2502 21024 42258 21253 15310  #SUP: 1 #UTIL: 1404
35821 1758 43913 39419  #SUP: 1 #UTIL: 1404
20974 23873 6032 12212 6547  #SUP: 1 #UTIL: 1405
45578 16228 17023 13982  #SUP: 1 #UTIL: 1405
248 36274 19269 44427 16981 36200  #SUP: 1 #UTIL: 1408
22423 478 19681 39334  #SUP: 1 #UTIL: 1410
37704 23187 20101 31714 21755 16978  #SUP: 1 #UTIL: 1410
5601 34268 24106 6024 28551  #SUP: 1 #UTIL: 1411
38644 38646 38641 26510 8092 39189 39191 39454 39684 16975  #SUP: 1 #UTIL: 1413
13075 35162 4704 853 4695  #SUP: 1 #UTIL: 1415
23154 24173 30581 6632 7303 28540  #SUP: 1 #UTIL: 1415
14949 7582 29995 7289  #SUP: 1 #UTIL: 1416
37045 37047 19867 44501 16978 39388  #SUP: 1 #UTIL: 1416
42339 708 16975  #SUP: 1 #UTIL: 1416
755 23815 12222 37348 8272  #SUP: 1 #UTIL: 1418
25401 5456 13871  #SUP: 1 #UTIL: 1418
35363 14558  #SUP: 1 #UTIL: 1418
2398 9167 21490 5343 23694 16900  #SUP: 1 #UTIL: 1419
4281 8148 4908 4553 1768 15802 22819  #SUP: 1 #UTIL: 1419
19372 20918 26044 14284 6031 420 39681  #SUP: 1 #UTIL: 1419
32868  #SUP: 2 #UTIL: 144
24014 29224 27722 36202  #SUP: 1 #UTIL: 1422
40047 11427 26100 16977  #SUP: 1 #UTIL: 1422
31774 12015 16978 16967  #SUP: 1 #UTIL: 1424
1569 13838 21288  #SUP: 1 #UTIL: 1425
11966  #SUP: 2 #UTIL: 758
11966 44586 21768 39224 39241 39448  #SUP: 1 #UTIL: 1046
17206 17207 16295 14162 16976 21738  #SUP: 1 #UTIL: 1431
31351 1733 21223 4378  #SUP: 1 #UTIL: 1432
34053 19670 9017 44129  #SUP: 1 #UTIL: 1432
4753 32216 14231 4335 12860 28537 16975  #SUP: 1 #UTIL: 1433
36462 30387  #SUP: 1 #UTIL: 1433
45447 9231 40157 40154 3910 15606 18864 18738 12461  #SUP: 1 #UTIL: 1433
22608 35900 5571 16139 16138 10817 16975  #SUP: 1 #UTIL: 1434
3394  #SUP: 1 #UTIL: 1436
13672 11039 34286  #SUP: 1 #UTIL: 1436
13356 20863 5634  #SUP: 1 #UTIL: 1437
34124 4463  #SUP: 1 #UTIL: 1438
7092 4399 12328 39189 39334  #SUP: 1 #UTIL: 1439
23705 15606 4155 5644 16978 13743  #SUP: 1 #UTIL: 1442
5061 39651 1936 2305 12462 15802 16884  #SUP: 1 #UTIL: 1444
34106 28414 39138  #SUP: 1 #UTIL: 1444
23878 24245 8955 36203 16975  #SUP: 1 #UTIL: 1445
23232 20004 4313 12860 5668 43804 16976  #SUP: 1 #UTIL: 1446
32257  #SUP: 2 #UTIL: 198
32257 17468 8757 18439 18438 18437 39189  #SUP: 1 #UTIL: 883
32257 43905 39191 43913  #SUP: 1 #UTIL: 563
856 42963 21348  #SUP: 1 #UTIL: 1447
20512 6814 18455 18441 18444 39688  #SUP: 1 #UTIL: 1447
10330 10332 10369 10353 10367 4311 7776 9016 16980  #SUP: 1 #UTIL: 1451
1350 5644 13727 31529 16881 22888 5666  #SUP: 1 #UTIL: 1452
34230 21795 43727 44575 21288  #SUP: 1 #UTIL: 1452
8292 9813 30501 17279 39191 16977  #SUP: 1 #UTIL: 1456
24810 31565 1781 31490 3757 39333 39481  #SUP: 1 #UTIL: 1456
22562 43898 21824 26149 39684  #SUP: 1 #UTIL: 1457
28707 15192 17048  #SUP: 1 #UTIL: 1457
35049 25413 5664  #SUP: 1 #UTIL: 1457
34192 21347  #SUP: 1 #UTIL: 1458
2638 39577 39388 39688  #SUP: 1 #UTIL: 1461
4489 39478 21821 39470 1834 16979 39684  #SUP: 1 #UTIL: 1462
24651 9017 21777 13707  #SUP: 1 #UTIL: 1462
25676 12402 37227 10489 10537 39611 35983 22831 18748  #SUP: 1 #UTIL: 1462
5556 1915 44134 14162 16894 16977  #SUP: 1 #UTIL: 1465
22873 43916 43905 11864 31171 39127 1760 16978  #SUP: 1 #UTIL: 1465
37705 24315 10806 43408 16979 36202  #SUP: 1 #UTIL: 1466
39088 26661 34166 44267 5666  #SUP: 1 #UTIL: 1466
22933 33836 18787  #SUP: 1 #UTIL: 1467
11674 8214 44130 43746 21799  #SUP: 1 #UTIL: 1470
27199 13066 4902 9092 22896 5644  #SUP: 1 #UTIL: 1473
1714 19290  #SUP: 1 #UTIL: 1474
2425 18981 18982 18983 46059 10889 4082  #SUP: 1 #UTIL: 1474
1251  #SUP: 2 #UTIL: 738
1251 15731  #SUP: 1 #UTIL: 839
1251 12236 44327  #SUP: 1 #UTIL: 636
11187 1078 39688  #SUP: 1 #UTIL: 1477
3173 20115 16878 836  #SUP: 1 #UTIL: 1485
22466 33733 34433 16146 44493 16967  #SUP: 1 #UTIL: 1485
1155 14126 32877 5646  #SUP: 1 #UTIL: 1486
41809 21237 43188  #SUP: 1 #UTIL: 1486
28696 2438 36204  #SUP: 1 #UTIL: 1487
29170 22622  #SUP: 1 #UTIL: 1488
524  #SUP: 2 #UTIL: 698
524 20040  #SUP: 1 #UTIL: 647
4946 1919 7008 7001 24088 7026 21738  #SUP: 1 #UTIL: 1492
22081 39686 1761  #SUP: 1 #UTIL: 1494
38839 16119 45999 13872 16123 16122 16977  #SUP: 1 #UTIL: 1494
5768 18803 13967 13976 9427 5450 39256 14054  #SUP: 1 #UTIL: 1495
45838  #SUP: 1 #UTIL: 1495
15111 23630 29626  #SUP: 1 #UTIL: 1497
41655 28271 28269  #SUP: 1 #UTIL: 1497
1166 16900  #SUP: 1 #UTIL: 1498
34530  #SUP: 1 #UTIL: 1499
23766 2420 43630 40616 3763  #SUP: 1 #UTIL: 1501
44173 27365 21030 44266 12508 16884 7289 39407 16967  #SUP: 1 #UTIL: 1501
3259 33557 7456 12521 12863  #SUP: 1 #UTIL: 1502
31928  #SUP: 2 #UTIL: 238
31928 39241 43506 39138 39617  #SUP: 1 #UTIL: 1346
31928 39388  #SUP: 1 #UTIL: 156
40552 3285 34081 1379 1692 34935 31529  #SUP: 1 #UTIL: 1502
3272  #SUP: 2 #UTIL: 567
3272 16140 9430 39189 21283  #SUP: 1 #UTIL: 815
3272 44132  #SUP: 1 #UTIL: 688
10690 38491 4911 1770 41188 4375 3504 3526  #SUP: 1 #UTIL: 1505
23851 28152 31885 34983 16269  #SUP: 1 #UTIL: 1505
26350 29684 31529 5666  #SUP: 1 #UTIL: 1505
32644 19831 10953 8327 39224 39256 39688  #SUP: 1 #UTIL: 1505
34881 39317 34378 631 632  #SUP: 1 #UTIL: 1505
35659 30082 34273 5649 21850  #SUP: 1 #UTIL: 1505
9664 20827 34161 5645  #SUP: 1 #UTIL: 1506
9696 14267 39688  #SUP: 1 #UTIL: 1507
36007 29669 13874 14971 22896  #SUP: 1 #UTIL: 1507
21300  #SUP: 2 #UTIL: 178
21300 12344 1769 4398 11844 39684  #SUP: 1 #UTIL: 526
