1373  #SUP: 25 #UTIL: 25560
313 919 1428 956  #SUP: 1 #UTIL: 3000
313 164  #SUP: 1 #UTIL: 2043
313 1492 949  #SUP: 1 #UTIL: 2216
313 363  #SUP: 2 #UTIL: 2802
313 1322  #SUP: 2 #UTIL: 3275
281  #SUP: 18 #UTIL: 14465
281 1390 918 308 132 181 165  #SUP: 1 #UTIL: 3800
281 175 937 1157 292 115 525  #SUP: 1 #UTIL: 5446
281 963 370 797 4 60 1379  #SUP: 1 #UTIL: 4887
281 447 1516 863 1412 1323 1123 1046  #SUP: 1 #UTIL: 5790
281 1110 1293 102 1156  #SUP: 1 #UTIL: 3478
281 1278 82 1484 885 808 1461  #SUP: 1 #UTIL: 3756
281 575 847 1130 132 804  #SUP: 1 #UTIL: 3938
281 191 1473 1550 1290 348  #SUP: 1 #UTIL: 4626
281 231 574 1117 847 558  #SUP: 1 #UTIL: 6693
281 11 248 621 298  #SUP: 1 #UTIL: 1698
281 1096 980 66 1329  #SUP: 1 #UTIL: 3081
281 218 48 1106 917 857 1023  #SUP: 1 #UTIL: 4195
281 1363 48 917 857 1234  #SUP: 1 #UTIL: 3821
281 847  #SUP: 2 #UTIL: 4529
281 48 917 857  #SUP: 2 #UTIL: 5195
281 1323  #SUP: 2 #UTIL: 3311
281 132  #SUP: 2 #UTIL: 2467
281 830 38 1020 1413  #SUP: 1 #UTIL: 3604
1282  #SUP: 16 #UTIL: 18232
1282 1398 73 1222 583  #SUP: 1 #UTIL: 4371
1282 67 340 439 1309 196 672  #SUP: 1 #UTIL: 6095
1282 639 100 50 1309 196 1326  #SUP: 1 #UTIL: 6101
1282 267 11 1320 1353 743 966 510  #SUP: 1 #UTIL: 5358
1282 1348 812 1066 1488 86  #SUP: 1 #UTIL: 6102
1282 1076 1066 34 866 683  #SUP: 1 #UTIL: 7804
1282 200 836 1525  #SUP: 1 #UTIL: 3871
1282 1089 1199 1032  #SUP: 1 #UTIL: 2748
1282 1459 486 1315 1432 1332 729 510  #SUP: 1 #UTIL: 3914
1282 394 1199 467 770  #SUP: 1 #UTIL: 4905
1282 73  #SUP: 2 #UTIL: 3695
1282 73 173 57 23 1288 1072  #SUP: 1 #UTIL: 3927
1282 1419 1215 277 427 587 61  #SUP: 1 #UTIL: 4777
1282 599 379 1115  #SUP: 1 #UTIL: 4249
1282 1066  #SUP: 2 #UTIL: 5408
1282 506 927  #SUP: 1 #UTIL: 2630
1282 572  #SUP: 1 #UTIL: 1533
1282 1309 196  #SUP: 2 #UTIL: 6215
1282 1199  #SUP: 2 #UTIL: 4288
1282 510  #SUP: 2 #UTIL: 1681
1390  #SUP: 21 #UTIL: 12415
1390 175 1174 275 125 970 159  #SUP: 1 #UTIL: 5703
1390 1291 1417 702 785 1528 669 1041  #SUP: 1 #UTIL: 6954
1390 1380 891 1213 1274 697  #SUP: 1 #UTIL: 3341
1390 1347 49 1324 248 544  #SUP: 1 #UTIL: 3444
1390 1007 48 358 1400 1011  #SUP: 1 #UTIL: 4552
1390 1081 1301 841 259 425  #SUP: 1 #UTIL: 2930
1390 751 8 1450 241  #SUP: 2 #UTIL: 6509
1390 751 8 1450 241 1194  #SUP: 1 #UTIL: 3436
1390 751 8 1450 241 780  #SUP: 1 #UTIL: 4768
1390 831 1419 548 504  #SUP: 1 #UTIL: 2533
1390 1436 953 587 1546 1236 1020  #SUP: 1 #UTIL: 3400
1390 753 277  #SUP: 1 #UTIL: 1915
1390 321 332 273 155 215  #SUP: 1 #UTIL: 4694
1390 824  #SUP: 2 #UTIL: 2412
1390 824 668 1550 48 115 1024  #SUP: 1 #UTIL: 5134
1390 824 1240 1100  #SUP: 1 #UTIL: 2516
1390 1107 541 385 1064  #SUP: 1 #UTIL: 2312
1390 518 1461  #SUP: 1 #UTIL: 2196
1390 852 619 519 375 1074 1461  #SUP: 1 #UTIL: 4612
1390 48  #SUP: 2 #UTIL: 1892
1390 1269 398 680 820 354 144  #SUP: 1 #UTIL: 3103
1390 1058 371 1341 1014 1486  #SUP: 1 #UTIL: 3302
1390 1461  #SUP: 2 #UTIL: 3129
378  #SUP: 17 #UTIL: 5994
378 1426 1093 407 1050 1376  #SUP: 1 #UTIL: 4634
378 1291 1175 1114 62 1524 505  #SUP: 1 #UTIL: 4538
378 844  #SUP: 2 #UTIL: 3094
378 844 1293 421 168 1414 704  #SUP: 1 #UTIL: 3790
378 844 8 851 341 1294 291 1000  #SUP: 1 #UTIL: 7360
378 1110 1077 305 1253 621 1127  #SUP: 1 #UTIL: 5441
378 1081 394 515 465  #SUP: 1 #UTIL: 4491
378 1254 1447 388 199 211  #SUP: 1 #UTIL: 4373
378 1547 1543 368 805  #SUP: 1 #UTIL: 4096
378 1453 322 1070 488 1526 1303 571  #SUP: 1 #UTIL: 5126
378 445 1387 1233 289 12 971  #SUP: 1 #UTIL: 4871
378 1543  #SUP: 2 #UTIL: 2128
378 1543 1260 295 185 894 139 1327  #SUP: 1 #UTIL: 3515
378 555 883 1326 788 438  #SUP: 1 #UTIL: 3331
378 667 51  #SUP: 1 #UTIL: 1838
378 904 388 1553  #SUP: 1 #UTIL: 1899
378 388  #SUP: 2 #UTIL: 2089
175  #SUP: 17 #UTIL: 19635
175 1423 767 778 85 601  #SUP: 1 #UTIL: 5339
175 448 404 1290 731  #SUP: 1 #UTIL: 4294
175 508 474 951 79 1510 52  #SUP: 1 #UTIL: 5482
175 924 235  #SUP: 1 #UTIL: 2405
175 352 585  #SUP: 2 #UTIL: 4403
175 352 585 236 342 1411  #SUP: 1 #UTIL: 4328
175 352 585 235 341 1410  #SUP: 1 #UTIL: 4948
175 1394 418 1227 874 651 1477  #SUP: 1 #UTIL: 5201
175 941 365 758  #SUP: 1 #UTIL: 3309
175 878  #SUP: 1 #UTIL: 1716
175 1261 418 1190 874 318 651  #SUP: 1 #UTIL: 4569
175 235  #SUP: 2 #UTIL: 4440
175 1451 53 885 263 729  #SUP: 1 #UTIL: 4965
175 219 502 1091  #SUP: 1 #UTIL: 4787
175 418 874 651  #SUP: 2 #UTIL: 6434
175 275 125  #SUP: 2 #UTIL: 5337
175 275 125 158 302  #SUP: 1 #UTIL: 3669
1426  #SUP: 19 #UTIL: 21692
1426 528 1093 382 478 950 407 390  #SUP: 1 #UTIL: 8822
1426 447 1089 1383 301 1083 546  #SUP: 1 #UTIL: 4762
1426 1093 407  #SUP: 2 #UTIL: 7206
1426 1399 727 1365  #SUP: 3 #UTIL: 7632
1426 1399 727 1365 756 217 1043 1542  #SUP: 1 #UTIL: 4540
1426 1399 727 1365 556 789 57 184  #SUP: 1 #UTIL: 5246
1426 1399 727 1365 217 1043 1542  #SUP: 2 #UTIL: 7067
1426 1399 727 1365 217 1043 1542 1170  #SUP: 1 #UTIL: 4390
1426 1380 371 1226 438 5  #SUP: 1 #UTIL: 4325
1426 30 1516 274 906  #SUP: 1 #UTIL: 4433
1426 937 1436 111 1259 743 1319  #SUP: 1 #UTIL: 5482
1426 300 517 510 257  #SUP: 1 #UTIL: 3400
1426 756 727 217  #SUP: 2 #UTIL: 5778
1426 756 727 217 1543 1366  #SUP: 1 #UTIL: 4618
1426 434 1223 284 1289 181 1376  #SUP: 1 #UTIL: 3723
1426 727  #SUP: 4 #UTIL: 6589
1426 727 217  #SUP: 3 #UTIL: 5697
1426 1233 1343 1177  #SUP: 1 #UTIL: 2577
1426 1499 185 817 674  #SUP: 1 #UTIL: 2793
1426 484 211 194  #SUP: 1 #UTIL: 1346
1426 128 51  #SUP: 1 #UTIL: 1869
1426 1156  #SUP: 1 #UTIL: 2032
1426 1133 141 424 97  #SUP: 1 #UTIL: 3547
1426 51  #SUP: 2 #UTIL: 3647
1426 1376  #SUP: 2 #UTIL: 4168
1464  #SUP: 18 #UTIL: 14800
1464 528  #SUP: 2 #UTIL: 1664
1464 528 1497 628  #SUP: 1 #UTIL: 2426
1464 528 1508 372 233  #SUP: 1 #UTIL: 4024
1464 1398 459 615 1341 815  #SUP: 1 #UTIL: 3865
1464 1508  #SUP: 2 #UTIL: 3308
1464 1508 366 166 62 661 1441  #SUP: 1 #UTIL: 4962
1464 639 508 395 289 4 406 229  #SUP: 1 #UTIL: 7985
1464 27 339 876 549 1015 593  #SUP: 1 #UTIL: 4120
1464 382 992 921  #SUP: 1 #UTIL: 3088
1464 1048 1264 1418 16 615 981  #SUP: 1 #UTIL: 3760
1464 1547  #SUP: 1 #UTIL: 1602
1464 903 433 1109 1265  #SUP: 1 #UTIL: 2946
1464 992  #SUP: 2 #UTIL: 3621
1464 992 922 383  #SUP: 1 #UTIL: 3857
1464 1088  #SUP: 2 #UTIL: 3768
1464 1088 512 1337 279 1148 35  #SUP: 1 #UTIL: 5193
1464 1088 335  #SUP: 1 #UTIL: 3380
1464 333 915 1375 1175 1098 1154 499  #SUP: 1 #UTIL: 5321
1464 1165 1514 1138 495 1181 52  #SUP: 1 #UTIL: 3956
1464 1324 1514 521 1170 56 954 1164  #SUP: 1 #UTIL: 5178
1464 1514  #SUP: 2 #UTIL: 2181
1464 249 522 233 792  #SUP: 1 #UTIL: 3176
1464 233  #SUP: 2 #UTIL: 3202
1464 615  #SUP: 2 #UTIL: 2290
246  #SUP: 19 #UTIL: 17655
246 1338 1093 889 1049 1309 1188  #SUP: 1 #UTIL: 7062
246 918 308 1261 1534  #SUP: 1 #UTIL: 4557
246 323 1278 485 302  #SUP: 1 #UTIL: 4838
246 1001 223  #SUP: 1 #UTIL: 2424
246 469 346 889 373 1245 768 802  #SUP: 1 #UTIL: 5628
246 631 1540 221 610 1134 1014  #SUP: 1 #UTIL: 6014
246 1378 1068 1288 413  #SUP: 1 #UTIL: 2578
246 1394 629 652  #SUP: 1 #UTIL: 1758
246 702 1455 785 1418 369 146 669  #SUP: 1 #UTIL: 3888
246 1261  #SUP: 2 #UTIL: 2928
246 1088 1531 616  #SUP: 1 #UTIL: 3038
246 889  #SUP: 3 #UTIL: 4018
246 889 915 932 217 1265  #SUP: 1 #UTIL: 2652
246 452 807 1334  #SUP: 1 #UTIL: 2725
246 718 572 861 589 296  #SUP: 1 #UTIL: 4387
246 1554 53 163 745 1201  #SUP: 1 #UTIL: 4533
246 1222  #SUP: 1 #UTIL: 1132
246 358 1401  #SUP: 1 #UTIL: 2727
246 296  #SUP: 2 #UTIL: 2226
1291  #SUP: 18 #UTIL: 12642
1291 1497 249  #SUP: 2 #UTIL: 3646
1291 1497 249 1081 89 1358 1031  #SUP: 1 #UTIL: 4347
1291 1497 249 898 902 1280  #SUP: 1 #UTIL: 3240
1291 448 1374 321 554 558 72  #SUP: 1 #UTIL: 5021
1291 459 149 1241 1154 299  #SUP: 1 #UTIL: 4870
1291 339 975 1420 106  #SUP: 1 #UTIL: 4922
1291 1547 476  #SUP: 1 #UTIL: 3098
1291 685 941 958 242 914  #SUP: 1 #UTIL: 3709
1291 941 958 914  #SUP: 2 #UTIL: 5906
1291 1374  #SUP: 2 #UTIL: 3343
1291 1374 449 486 969 736 559  #SUP: 1 #UTIL: 6123
1291 33 1435 493 66 1169 1364 1069  #SUP: 1 #UTIL: 2799
1291 9 1108 692 99  #SUP: 1 #UTIL: 3162
1291 1468 969 653 143 1325 1352 682  #SUP: 1 #UTIL: 4713
1291 969  #SUP: 2 #UTIL: 2788
1291 1120 195 804  #SUP: 1 #UTIL: 2166
1291 99  #SUP: 2 #UTIL: 2801
1291 99 122  #SUP: 1 #UTIL: 1764
1291 581  #SUP: 1 #UTIL: 1542
1493  #SUP: 14 #UTIL: 16632
1493 528 728 1254 1310 372 1331  #SUP: 1 #UTIL: 8001
1493 1160 1116 473 1443 444 1143  #SUP: 1 #UTIL: 4949
1493 844 1210 245 328  #SUP: 2 #UTIL: 6787
1493 844 1210 245 328 1233 134  #SUP: 1 #UTIL: 4698
1493 844 1210 245 328 89 135  #SUP: 1 #UTIL: 4692
1493 435 191 890 668 1410 1244  #SUP: 1 #UTIL: 6848
1493 191 890 1410  #SUP: 2 #UTIL: 6885
1493 191 890 1410 434 667 1243  #SUP: 1 #UTIL: 5057
1493 940 1556 1200 1194 657 1123 557  #SUP: 1 #UTIL: 5936
1493 584 368 301 164 324  #SUP: 1 #UTIL: 4329
1493 1543 1354 1194 1397 551 85 56  #SUP: 1 #UTIL: 5872
1493 1200  #SUP: 2 #UTIL: 3102
1493 1200 164 1044 207 490  #SUP: 1 #UTIL: 4177
1493 8 884 800 251 740 990  #SUP: 1 #UTIL: 6096
1493 617 128  #SUP: 1 #UTIL: 1182
1493 1194  #SUP: 2 #UTIL: 4062
1493 164  #SUP: 2 #UTIL: 4851
1493 1443  #SUP: 2 #UTIL: 3678
1368  #SUP: 17 #UTIL: 19525
1368 1518 426 1068 1075 858 1228  #SUP: 1 #UTIL: 5447
1368 459 49 852 841 864  #SUP: 1 #UTIL: 3278
1368 1278 1001 1058 402 818 1078  #SUP: 1 #UTIL: 4566
1368 1081 66 310 1119 543 765  #SUP: 1 #UTIL: 5752
1368 276 919 1079 1122 1339  #SUP: 1 #UTIL: 4811
1368 625 449 1397 615 858 126 509  #SUP: 1 #UTIL: 5090
1368 1345 480 962 553  #SUP: 1 #UTIL: 3810
1368 925 1268 1252 919 1218 709  #SUP: 1 #UTIL: 4296
1368 812 1455 1418 369 1085  #SUP: 1 #UTIL: 5617
1368 819 1002 1279 1058 403 665  #SUP: 1 #UTIL: 5531
1368 749 166 1524 692  #SUP: 1 #UTIL: 1276
1368 1096 93 180  #SUP: 1 #UTIL: 2614
1368 1252  #SUP: 2 #UTIL: 4080
1368 1252 214 869 47 43  #SUP: 1 #UTIL: 4775
1368 785 898 975 16 586 1551  #SUP: 1 #UTIL: 4992
1368 380 1169 626 1162 1506 1323 314  #SUP: 1 #UTIL: 5596
1368 919  #SUP: 2 #UTIL: 4273
1368 1079  #SUP: 2 #UTIL: 4300
1368 1079 1218 802  #SUP: 1 #UTIL: 3712
1368 1058  #SUP: 2 #UTIL: 3784
1368 739 213  #SUP: 1 #UTIL: 2003
1368 1218  #SUP: 2 #UTIL: 4121
1368 858  #SUP: 2 #UTIL: 3462
528  #SUP: 19 #UTIL: 5952
528 1398 1504 1337 285 29 761  #SUP: 1 #UTIL: 4353
528 1347 1104  #SUP: 1 #UTIL: 1458
528 640 1516 1316 1470 95 461  #SUP: 1 #UTIL: 4008
528 1348 532 46 911  #SUP: 1 #UTIL: 3909
528 1150 1387 644 1276 900 561  #SUP: 1 #UTIL: 4449
528 1264 1324 1441 116 212 655  #SUP: 1 #UTIL: 4002
528 278 1104 8 617 245 933 295  #SUP: 1 #UTIL: 2599
528 1547 1314 401 1197 85 1137  #SUP: 1 #UTIL: 3472
528 1094 478 944  #SUP: 2 #UTIL: 4618
528 1094 478 944 805  #SUP: 1 #UTIL: 2929
528 1104  #SUP: 2 #UTIL: 1609
528 365 1320 344 288 964  #SUP: 1 #UTIL: 5112
528 478  #SUP: 4 #UTIL: 4836
528 478 950  #SUP: 2 #UTIL: 4500
528 478 627  #SUP: 1 #UTIL: 2057
528 1468 1397 285 761 984 525  #SUP: 1 #UTIL: 2975
528 372  #SUP: 2 #UTIL: 3362
528 1470  #SUP: 2 #UTIL: 1781
528 1470 255  #SUP: 1 #UTIL: 1299
528 285 761  #SUP: 2 #UTIL: 2896
528 388 838 112  #SUP: 1 #UTIL: 2524
387  #SUP: 17 #UTIL: 13014
387 170 283 449 932 193 936 1325  #SUP: 1 #UTIL: 8283
387 580 1080 497 836 1313 331 1535  #SUP: 1 #UTIL: 5986
387 963 1340 154 1469 1024  #SUP: 1 #UTIL: 4626
387 1472 530 863 1402 1086 630  #SUP: 1 #UTIL: 5944
387 474 940 404 947 1090 524  #SUP: 1 #UTIL: 4247
387 300 17 1302 1009  #SUP: 1 #UTIL: 3814
387 108 1362 1256 1196 1445  #SUP: 1 #UTIL: 2733
387 1473 1402 1386 864 531  #SUP: 1 #UTIL: 4069
387 703 1336  #SUP: 1 #UTIL: 2914
387 394 1409  #SUP: 2 #UTIL: 4750
387 394 1409 749  #SUP: 1 #UTIL: 3123
387 394 1409 1163 730 547 687  #SUP: 1 #UTIL: 4323
387 249 952  #SUP: 1 #UTIL: 2072
387 1296  #SUP: 1 #UTIL: 1235
387 1402  #SUP: 2 #UTIL: 3500
387 1122 966  #SUP: 1 #UTIL: 1369
170  #SUP: 17 #UTIL: 14720
170 1472  #SUP: 3 #UTIL: 4860
170 1472 1029 519 143 286 109  #SUP: 1 #UTIL: 6389
170 1472 1222 1388 413 869 646  #SUP: 1 #UTIL: 4878
170 813  #SUP: 2 #UTIL: 2614
170 813 270 1169 806 1139 1106 297  #SUP: 1 #UTIL: 6774
170 813 141 1189 840  #SUP: 1 #UTIL: 2891
170 1378 340 1495 1216 174 995  #SUP: 1 #UTIL: 4571
170 625 1484 942 1109 403 979  #SUP: 1 #UTIL: 4726
170 1439 1372 20 330 1162  #SUP: 1 #UTIL: 5249
170 1039 1484 403 979 1228  #SUP: 1 #UTIL: 3560
170 1146  #SUP: 1 #UTIL: 1668
170 1432 1233 1129 950 973  #SUP: 1 #UTIL: 4202
170 1375 919 336 420 226 1302  #SUP: 1 #UTIL: 2237
170 1484 403 979  #SUP: 2 #UTIL: 6270
170 923 1240 187 314  #SUP: 1 #UTIL: 1006
170 1539 563 990 746 507  #SUP: 1 #UTIL: 3052
422  #SUP: 16 #UTIL: 17616
422 1508 276 416 898 566 293 1558  #SUP: 1 #UTIL: 6127
422 459 189 426 73 1375 932  #SUP: 1 #UTIL: 3882
422 339 921 1154 229 1377 172  #SUP: 1 #UTIL: 4635
422 1094 1121 1437 1061 484 251  #SUP: 1 #UTIL: 5722
422 625 1337 842 582  #SUP: 1 #UTIL: 3855
422 831 482 455 927 598 1370  #SUP: 1 #UTIL: 4166
422 346 816 999 1377 1022  #SUP: 1 #UTIL: 4749
422 967 1252 777 578 1360 1304  #SUP: 1 #UTIL: 4455
422 749 416 865 892 766 716 206  #SUP: 1 #UTIL: 5704
422 1387 1491 1298 256  #SUP: 1 #UTIL: 2746
422 497 239  #SUP: 1 #UTIL: 2733
422 416  #SUP: 2 #UTIL: 4526
422 744 228 911  #SUP: 1 #UTIL: 3193
422 1377  #SUP: 2 #UTIL: 3701
422 638  #SUP: 1 #UTIL: 2045
728  #SUP: 19 #UTIL: 11528
728 888 518 1177 85 734  #SUP: 1 #UTIL: 3059
728 1308 66 1381 1198 805 616  #SUP: 1 #UTIL: 4713
728 1348 1132 100 932  #SUP: 1 #UTIL: 3056
728 1150 162 1011  #SUP: 1 #UTIL: 3362
728 1104 1200 85  #SUP: 1 #UTIL: 2514
728 1543 218 1367 1044 1427 1400 1171  #SUP: 1 #UTIL: 6599
728 1237 122  #SUP: 1 #UTIL: 1724
728 401 1017 745 1287 451 867  #SUP: 1 #UTIL: 4057
728 921 245 838  #SUP: 1 #UTIL: 2193
728 252 395 1364 123 1337 495  #SUP: 1 #UTIL: 4693
728 1163 647 853 637 254  #SUP: 1 #UTIL: 3804
728 1350 761 1477 1100  #SUP: 1 #UTIL: 2376
728 811 618 135  #SUP: 1 #UTIL: 2748
728 1294 591 1144  #SUP: 1 #UTIL: 1977
728 85  #SUP: 2 #UTIL: 2033
580  #SUP: 16 #UTIL: 12532
580 924 44 1356 587  #SUP: 1 #UTIL: 4407
580 1278 409 1468 37 1218 642  #SUP: 1 #UTIL: 4359
580 946 1372 1383 1539 1429 64  #SUP: 1 #UTIL: 5736
580 30 214 290 1428 490 646  #SUP: 1 #UTIL: 6367
580 54 1233 1050 1256 657 1062  #SUP: 1 #UTIL: 3843
580 1456 414 996 91 1545  #SUP: 1 #UTIL: 3666
580 1362 969 780 892 10 1545  #SUP: 1 #UTIL: 4574
580 1250 137 1223 1367 42  #SUP: 1 #UTIL: 5500
580 863 1063 647 214 857 603  #SUP: 1 #UTIL: 5840
580 493 1202 1496 210 1046  #SUP: 1 #UTIL: 5166
580 1502 1169 1026 897 880 553  #SUP: 1 #UTIL: 4751
580 923 1466 1528  #SUP: 1 #UTIL: 2751
580 214  #SUP: 2 #UTIL: 3702
580 1342  #SUP: 1 #UTIL: 2083
580 64  #SUP: 2 #UTIL: 2814
580 64 257 746  #SUP: 1 #UTIL: 2214
580 1545  #SUP: 2 #UTIL: 3061
1398  #SUP: 16 #UTIL: 17002
1398 83 316  #SUP: 2 #UTIL: 6481
1398 83 316 952 1269 892  #SUP: 1 #UTIL: 8106
1398 83 316 539 855  #SUP: 1 #UTIL: 4360
1398 323 1465 123 618 1421 19  #SUP: 1 #UTIL: 6881
1398 189 925 316 173 289 139  #SUP: 1 #UTIL: 3693
1398 339 1315 1136 60 1148  #SUP: 1 #UTIL: 4225
1398 383 526 1469 1381 859  #SUP: 1 #UTIL: 4840
1398 346 329 1082 296 472  #SUP: 1 #UTIL: 2922
1398 1165 989 1049  #SUP: 1 #UTIL: 4014
1398 1514 1364 1414 1065 855  #SUP: 1 #UTIL: 3474
1398 316  #SUP: 3 #UTIL: 4643
1398 366 1408 1019 1015 56  #SUP: 1 #UTIL: 4171
1398 1454 871  #SUP: 1 #UTIL: 2494
1398 855  #SUP: 2 #UTIL: 3575
1423  #SUP: 19 #UTIL: 16116
1423 408  #SUP: 2 #UTIL: 3199
1423 435 1217 1284 747  #SUP: 1 #UTIL: 3052
1423 1378 941 1534  #SUP: 1 #UTIL: 3464
1423 1357 575 887 5 1141  #SUP: 1 #UTIL: 3920
1423 878 541 695 935 741 1244  #SUP: 1 #UTIL: 4975
1423 1473 11 454 1124 1097 1140  #SUP: 1 #UTIL: 4643
1423 1436 44 1205 627 348 127  #SUP: 1 #UTIL: 4028
1423 1068 1061  #SUP: 1 #UTIL: 2245
1423 1113 1107 464 1313 853 897 830  #SUP: 1 #UTIL: 6504
1423 1107  #SUP: 2 #UTIL: 3279
1423 1080  #SUP: 2 #UTIL: 3192
1423 884  #SUP: 2 #UTIL: 3456
1423 884 1393  #SUP: 1 #UTIL: 2098
1423 1367 840  #SUP: 1 #UTIL: 1936
1423 647  #SUP: 2 #UTIL: 3340
1423 647 653  #SUP: 1 #UTIL: 2919
1423 647 853 177  #SUP: 1 #UTIL: 3139
1423 608 1247 1307 98  #SUP: 1 #UTIL: 3120
1423 853  #SUP: 2 #UTIL: 3362
1423 1496 754  #SUP: 1 #UTIL: 2213
408  #SUP: 16 #UTIL: 11000
408 67 323 108 434 810 806 157 1084 1199 1189 465 1143 151  #SUP: 1 #UTIL: 9180
408 474 691 431 42 684  #SUP: 1 #UTIL: 4192
408 575 1540 464 419 658  #SUP: 1 #UTIL: 5370
408 1351 136 119  #SUP: 1 #UTIL: 2786
408 824  #SUP: 2 #UTIL: 2999
408 824 1134 618  #SUP: 1 #UTIL: 2461
408 1107  #SUP: 2 #UTIL: 3160
408 1107 1157 1284 336 652 1141  #SUP: 1 #UTIL: 4828
408 1290 214 324 168  #SUP: 1 #UTIL: 2858
408 624 341 778 618 1533  #SUP: 1 #UTIL: 2810
408 778  #SUP: 2 #UTIL: 2732
408 618  #SUP: 2 #UTIL: 1580
408 1284  #SUP: 2 #UTIL: 2755
408 1084  #SUP: 2 #UTIL: 2142
408 652  #SUP: 2 #UTIL: 2709
1160  #SUP: 17 #UTIL: 14344
1160 357 1006 790 1300 1449 1000  #SUP: 1 #UTIL: 4648
1160 1104  #SUP: 1 #UTIL: 1807
1160 1210 923 290 461 1532 1193  #SUP: 1 #UTIL: 4057
1160 1310 744 607  #SUP: 1 #UTIL: 4426
1160 1442 380 1226 1183 84  #SUP: 1 #UTIL: 3734
1160 1487 1204 518 1537 75 1187  #SUP: 1 #UTIL: 4318
1160 1359 1083 484 1139 900 1449 317  #SUP: 1 #UTIL: 4229
1160 1260 572 1287 538  #SUP: 1 #UTIL: 2866
1160 1366 690  #SUP: 1 #UTIL: 1811
1160 1190 944 740 1090 1040  #SUP: 1 #UTIL: 3724
1160 767 1270 1343 28 577  #SUP: 1 #UTIL: 4724
1160 1555 856 31 783 114 1033  #SUP: 1 #UTIL: 5211
1160 1437 168 328 18 1370  #SUP: 1 #UTIL: 3926
1160 261 140 683 827 124 211  #SUP: 1 #UTIL: 4467
1160 1532  #SUP: 2 #UTIL: 2627
1160 1033  #SUP: 2 #UTIL: 3077
1160 1449  #SUP: 2 #UTIL: 2178
1180  #SUP: 16 #UTIL: 19890
1180 614  #SUP: 3 #UTIL: 6912
1180 614 1463 1136 44 464 494 926  #SUP: 1 #UTIL: 7081
1180 614 493 1030 564 477  #SUP: 1 #UTIL: 4674
1180 614 1030 477  #SUP: 2 #UTIL: 7058
1180 1340 1384 1530 1480 42 537 71  #SUP: 1 #UTIL: 5736
1180 1380 1104 1174 1470 1536 638 920  #SUP: 1 #UTIL: 5968
1180 49 26 242 138 787 791  #SUP: 1 #UTIL: 5065
1180 278 1459 777 384 388 1203  #SUP: 1 #UTIL: 2837
1180 631 471 478 1247 677 814 1360  #SUP: 1 #UTIL: 6027
1180 1293 1397 777 981  #SUP: 1 #UTIL: 4290
1180 1080 574 491 458 1207 830  #SUP: 1 #UTIL: 4759
1180 497 1544 722  #SUP: 1 #UTIL: 3205
1180 1333 897 1379 531  #SUP: 1 #UTIL: 2160
1180 777  #SUP: 2 #UTIL: 4200
1180 1103 1173 1535  #SUP: 1 #UTIL: 3413
1180 431 680 77  #SUP: 1 #UTIL: 2253
1180 748 411  #SUP: 1 #UTIL: 2424
1338  #SUP: 16 #UTIL: 10656
1338 772 1049 722 1065 1188  #SUP: 1 #UTIL: 5152
1338 1538 506 1182 976 583  #SUP: 1 #UTIL: 4388
1338 1278 640 1455 130 956 669  #SUP: 1 #UTIL: 3479
1338 200 555 79 123 1215  #SUP: 1 #UTIL: 6000
1338 346 73 629 1182 302  #SUP: 1 #UTIL: 4055
1338 1487 395 1044 1388 828 1038  #SUP: 1 #UTIL: 3462
1338 1455  #SUP: 2 #UTIL: 2152
1338 1455 795 1305 1005 1355  #SUP: 1 #UTIL: 2462
1338 373 1028 789 1049 1248 972  #SUP: 1 #UTIL: 5982
1338 1028  #SUP: 2 #UTIL: 2900
1338 1028 834 1350 1517  #SUP: 1 #UTIL: 3196
1338 705  #SUP: 2 #UTIL: 2480
1338 705 1211 622 1311 589 961  #SUP: 1 #UTIL: 5330
1338 705 389  #SUP: 1 #UTIL: 2044
1338 1049  #SUP: 3 #UTIL: 5928
1338 1049 1188  #SUP: 2 #UTIL: 5907
1338 1182  #SUP: 2 #UTIL: 2254
1338 1005  #SUP: 2 #UTIL: 2206
1338 961  #SUP: 2 #UTIL: 2471
1497  #SUP: 17 #UTIL: 19406
1497 1264 1147 1087  #SUP: 1 #UTIL: 3395
1497 1547 555 301 405 1343 1410  #SUP: 1 #UTIL: 5053
1497 149 449 599 482 626 1235 499  #SUP: 1 #UTIL: 5106
1497 355 1431 466 156 1065 1454  #SUP: 1 #UTIL: 4683
1497 1436 55 1114 45  #SUP: 1 #UTIL: 3530
1497 383 1402 1025 1069 1352  #SUP: 1 #UTIL: 3949
1497 22 1387 904 1341 538  #SUP: 1 #UTIL: 5035
1497 401 1326 1010 671  #SUP: 1 #UTIL: 2825
1497 478 1120 1447 34 1164  #SUP: 1 #UTIL: 3989
1497 405  #SUP: 2 #UTIL: 5175
1497 975 1530 1101  #SUP: 1 #UTIL: 3953
1497 482  #SUP: 2 #UTIL: 2814
1497 571 681 195  #SUP: 1 #UTIL: 3674
1497 1454  #SUP: 2 #UTIL: 3658
1508  #SUP: 18 #UTIL: 19116
1508 963 825 626 1019 1329 779  #SUP: 1 #UTIL: 6195
1508 27 1325  #SUP: 1 #UTIL: 2497
1508 1308 1025 659 60 1462  #SUP: 1 #UTIL: 3405
1508 489 1158 1098 46 362 1275  #SUP: 1 #UTIL: 5142
1508 383 227 316 1325 1171  #SUP: 1 #UTIL: 3417
